numero_dec,solution,article38,date_dec,jonction,id_infos_circo_tf,id_infos_circo_t1,annee_election,date_premier_tour,date_second_tour,type_election,nom_dep,circonscription,tour_final,tf_nb_exprimees,tf_nb_votant,tf_nb_inscrit,tf_ecart1,tf_r1_nuance,tf_r1_nb_voix,tf_r1_sortant,tf_r1_civilite,tf_r2_nuance,tf_r2_nb_voix,tf_r2_sortant,tf_r2_civilite,t1_nb_exprimes,t1_nb_votant,t1_nb_inscrit,t1_ecart1,t1_ecart2,t1_r1_nuance,t1_r1_nb_voix,t1_r1_sortant,t1_r1_civilite,t1_r2_nuance,t1_r2_nb_voix,t1_r2_sortant,t1_r2_civilite,t1_r3_nuance,t1_r3_nb_voix,t1_r3_sortant,t1_r3_civilite
2017-5008/5040/5053,Rejet,Non,2017-12-1,jonction,13623,13046,2017,2017-6-11,2017-6-18,an,alpes-maritimes,5,2,31736,34807,87900,7114,LR,19425,FALSE,F,FN,12311,FALSE,F,38285,39438,87903,2142,1756,LR,11090,FALSE,F,FN,8948,FALSE,F,DIV,7192,FALSE,M
97-2394,Inéligibilité,,1998-3-12,unique,9553,8980,1997,1997-5-25,1997-6-1,an,haut-rhin,4,2,36607,42426,65183,17581,RPR,27094,TRUE,M,FRN,9513,FALSE,M,40879,43037,65185,8732,458,RPR,15353,TRUE,M,FRN,6621,FALSE,M,SOC,6163,FALSE,F
2017-4974,Rejet,Oui,2017-8-4,unique,14060,13486,2017,2017-6-11,2017-6-18,an,vaucluse,5,2,31480,35474,81870,560,LR,16020,FALSE,M,REM,15460,FALSE,M,39912,40863,81872,4924,1006,REM,13291,FALSE,M,LR,8367,FALSE,M,FN,7361,FALSE,F
2017-4962/5152,Rejet,Oui,2017-7-28,jonction,13980,13404,2017,2017-6-11,2017-6-18,an,haute-savoie,1,2,39136,42548,100409,11212,REM,25174,FALSE,F,LR,13962,FALSE,F,49271,50034,100268,14346,4213,REM,23631,FALSE,F,LR,9285,FALSE,F,FN,5072,FALSE,F
2017-5164,Rejet,Non,2017-12-1,unique,13947,13371,2017,2017-6-11,2017-6-18,an,haut-rhin,4,2,35838,39193,102685,630,LR,18234,FALSE,M,REM,17604,FALSE,F,44951,46028,102687,6985,261,REM,14741,FALSE,F,LR,7756,FALSE,M,FN,7495,FALSE,M
2017-5050,Rejet,Oui,2017-7-28,unique,13866,13290,2017,2017-6-11,2017-6-18,an,moselle,3,2,26670,29630,75323,644,REM,13657,FALSE,M,LR,13013,FALSE,F,33567,34204,75317,4213,1887,REM,11408,FALSE,M,LR,7195,FALSE,F,FN,5308,FALSE,F
2017-5015 et autres,Rejet,Oui,2017-8-4,jonction,13981,13405,2017,2017-6-11,2017-6-18,an,haute-savoie,2,2,37847,40846,94953,2727,REM,20287,FALSE,F,LR,17560,FALSE,M,46045,46743,94940,6913,7790,REM,18749,FALSE,F,LR,11836,FALSE,M,FN,4046,FALSE,M
97-2395,Inéligibilité,,1998-3-12,unique,9363,8787,1997,1997-5-25,1997-6-1,an,ille-et-vilaine,2,2,56943,59793,81822,5555,SOC,31249,FALSE,M,RPR,25694,TRUE,M,53200,55746,81823,4041,12242,SOC,19662,FALSE,M,RPR,15621,TRUE,M,FRN,3379,FALSE,M
2017-5038/5125,Rejet,Oui,2017-8-4,jonction,13955,13379,2017,2017-6-11,2017-6-18,an,rhone,6,2,30296,33326,82455,6170,REM,18233,FALSE,M,SOC,12063,FALSE,F,38025,38553,82455,7665,693,REM,13953,FALSE,M,SOC,6288,FALSE,F,FI,5595,FALSE,M
2017-5080,Rejet,Oui,2017-7-28,unique,14146,13572,2017,2017-6-11,2017-6-18,an,guyane,1,2,14702,15714,53662,390,DVG,7546,FALSE,M,REM,7156,FALSE,F,12077,12799,53657,23,2310,DVG,3595,FALSE,M,REM,3572,FALSE,F,DVG,1262,FALSE,M
2017-5009,Rejet,Non,2017-12-1,unique,13640,13063,2017,2017-6-11,2017-6-18,an,aude,2,2,33155,38200,88898,5607,REM,19381,FALSE,M,FN,13774,FALSE,M,42935,44135,88902,3237,1650,REM,11729,FALSE,M,FN,8492,FALSE,M,LR,6842,FALSE,M
97-2396,Inéligibilité,,1998-3-12,unique,9597,9024,1997,1997-5-25,1997-6-1,an,paris,5,2,25709,26794,40597,1825,SOC,13767,FALSE,M,RPR,11942,FALSE,M,24198,24945,40597,337,4375,RPR,7534,FALSE,M,SOC,7197,FALSE,M,FRN,2822,FALSE,F
97-2397,Inéligibilité,,1998-3-12,unique,9260,8683,1997,1997-5-25,1997-6-1,an,bouches-du-rhone,16,2,54895,56927,75772,10702,SOC,27217,FALSE,M,DVD,16515,TRUE,F,50944,53152,75775,1791,264,SOC,13136,FALSE,M,FRN,11345,FALSE,M,DVD,11081,TRUE,F
97-2398,Inéligibilité,,1998-3-12,unique,9287,8711,1997,1997-5-25,1997-6-1,an,cote-d-or,1,2,42226,44623,62342,3076,RPR,22651,TRUE,M,SOC,19575,FALSE,M,40457,42046,62342,1371,4264,RPR,11847,TRUE,M,SOC,10476,FALSE,M,FRN,6212,FALSE,M
2002-3066,Inéligibilité,,2003-3-27,unique,10714,10179,2002,2002-6-9,2002-6-16,an,paris,18,2,30762,31610,48673,4536,SOC,17649,TRUE,M,UMP,13113,FALSE,M,33473,33790,48673,2393,7730,SOC,12779,TRUE,M,UMP,10386,FALSE,M,FRN,2656,FALSE,M
93-1953,Inéligibilité,,1993-12-15,unique,8005,8005,1993,1993-3-11,1993-3-28,an,deux-sevres,3,1,41472,45346,61444,14722,UDF,23378,FALSE,,SOC,8656,FALSE,,41472,45346,61444,14722,4993,UDF,23378,FALSE,,SOC,8656,FALSE,,VEC,3663,FALSE,
97-2401,Inéligibilité,,1998-3-12,unique,9240,8663,1997,1997-5-25,1997-6-1,an,aude,2,2,62433,67364,90135,14689,SOC,38561,FALSE,M,RPR,23872,TRUE,M,61758,64748,90153,7054,3535,SOC,20345,FALSE,M,RPR,13291,TRUE,M,FRN,9756,FALSE,F
97-2403,Inéligibilité,,1998-3-12,unique,9739,9169,1997,1997-5-25,1997-6-1,an,val-de-marne,11,2,32510,34234,52074,9314,COM,20912,FALSE,M,RPR,11598,FALSE,M,32552,33451,52074,3155,70,COM,9900,FALSE,M,RPR,6745,FALSE,M,ECO,6675,FALSE,M
2017-5084,Rejet,Oui,2017-7-28,unique,14125,13551,2017,2017-6-11,2017-6-18,an,val-de-marne,9,2,18776,20290,53666,3282,SOC,11029,FALSE,M,REM,7747,FALSE,F,22402,22908,53666,1950,1088,REM,6552,FALSE,F,SOC,4602,FALSE,M,FI,3514,FALSE,F
2017-5110/5127,Rejet,Oui,2017-7-28,jonction,14109,13535,2017,2017-6-11,2017-6-18,an,seine-saint-denis,5,2,19283,21525,63848,6209,UDI,12746,FALSE,M,REM,6537,FALSE,F,23779,24410,63847,4062,1304,UDI,8691,FALSE,M,REM,4629,FALSE,F,FI,3325,FALSE,M
2017-5085/5117,Rejet,Non,2017-12-1,jonction,13676,13099,2017,2017-6-11,2017-6-18,an,charente-maritime,5,2,42175,47910,111434,4127,LR,23151,FALSE,M,DIV,19024,FALSE,M,54387,55539,111453,1518,2971,LR,12933,FALSE,M,DIV,11415,FALSE,M,FN,8444,FALSE,F
2017-5018,Rejet,Oui,2017-7-28,unique,13729,13152,2017,2017-6-11,2017-6-18,an,gard,3,2,37120,41068,93543,6696,REM,21908,FALSE,M,FN,15212,FALSE,F,43716,44914,93533,4831,4686,REM,14832,FALSE,M,FN,10001,FALSE,F,LR,5315,FALSE,F
81-939,Rejet,,1981-7-10,unique,5686,5223,1981,1981-6-14,1981-6-21,an,bouches-du-rhone,11,2,80861,83980,110166,13985,COM,47423,TRUE,,RPR,33438,FALSE,,78095,79049,110181,863,1011,COM,26089,TRUE,,SOC,25226,FALSE,,RPR,24215,FALSE,
2017-5054/5138,Rejet,Oui,2017-8-4,jonction,13960,13384,2017,2017-6-11,2017-6-18,an,rhone,11,2,35078,38567,92513,3306,REM,19192,FALSE,M,LR,15886,FALSE,M,44447,45070,92522,8240,2671,REM,17422,FALSE,M,LR,9182,FALSE,M,FN,6511,FALSE,M
2017-4972,Rejet,Oui,2017-7-21,unique,14022,13447,2017,2017-6-11,2017-6-18,an,seine-et-marne,10,2,26911,29382,79365,3397,REM,15154,FALSE,F,FI,11757,FALSE,M,33568,34211,79367,7753,755,REM,12796,FALSE,F,FI,5043,FALSE,M,UDI,4288,FALSE,F
2017-5025,Rejet,Oui,2017-7-28,unique,13993,13418,2017,2017-6-11,2017-6-18,an,paris,9,2,30166,33010,68351,3172,REM,16669,FALSE,M,FI,13497,FALSE,M,36741,37398,68363,7811,1343,REM,13384,FALSE,M,FI,5573,FALSE,M,SOC,4230,FALSE,M
2017-5101,Rejet,Non,2017-12-8,unique,13820,13243,2017,2017-6-11,2017-6-18,an,loiret,3,2,28479,31961,70836,59,LR,14269,FALSE,M,REM,14210,FALSE,F,35391,36360,70833,4155,1423,REM,12519,FALSE,F,LR,8364,FALSE,M,FN,6941,FALSE,M
2007-3894,Rejet,Oui,2007-7-26,unique,11856,11388,2007,2007-6-10,2007-6-17,an,seine-saint-denis,5,2,26380,27056,53222,5210,DVD,15795,FALSE,M,COM,10585,FALSE,M,27745,28121,53223,7122,2095,DVD,12748,FALSE,M,COM,5626,FALSE,M,SOC,3531,FALSE,F
93-2030,Inéligibilité,,1993-12-15,unique,8282,7720,1993,1993-3-11,1993-3-28,an,ille-et-vilaine,6,2,46249,49741,70219,8693,UDF,27471,FALSE,,MAJ,18778,FALSE,,47441,50952,70219,3416,2637,UDF,15380,FALSE,,RPR,11964,TRUE,,MAJ,9327,FALSE,
93-1668,Inéligibilité,,1993-10-20,unique,8428,7892,1993,1993-3-11,1993-3-28,an,hautes-pyrenees,3,2,33665,36672,52559,217,SOC,16941,FALSE,,UDF,16724,FALSE,,33563,35880,52563,2383,2087,UDF,10920,FALSE,,SOC,8537,FALSE,,COM,6450,FALSE,
93-1786,Inéligibilité,,1993-12-2,unique,8373,7830,1993,1993-3-11,1993-3-28,an,nord,1,2,33610,37711,56343,582,RPR,17096,FALSE,,SOC,16514,FALSE,,33581,34971,56343,1712,4350,RPR,11261,FALSE,,SOC,9549,FALSE,,FRN,5199,FALSE,
2002-3348,Inéligibilité,,2003-3-20,unique,10382,9807,2002,2002-6-9,2002-6-16,an,aveyron,1,2,45908,48255,72566,6228,UMP,26068,FALSE,M,PRG,19840,FALSE,F,50329,51716,72568,25,3619,PRG,12170,FALSE,F,UMP,12145,FALSE,M,DVD,8526,FALSE,F
73-623,Rejet,,1973-7-11,unique,4233,3797,1973,1973-3-4,1973-3-11,an,var,4,2,81236,85419,107199,488,COM,40862,FALSE,,UDRURP,40374,FALSE,,82438,84158,107221,2628,7796,COM,25055,FALSE,,UDRURP,22427,FALSE,,SOC,14631,FALSE,
97-2405,Inéligibilité,,1998-3-12,unique,9633,9062,1997,1997-5-25,1997-6-1,an,yvelines,1,2,54778,57410,83173,12512,RPR,33645,TRUE,M,SOC,21133,FALSE,F,53755,55489,83178,9800,5792,RPR,21833,TRUE,M,SOC,12033,FALSE,F,FRN,6241,FALSE,M
97-2413,Inéligibilité,,1998-3-12,unique,9725,9155,1997,1997-5-25,1997-6-1,an,seine-saint-denis,10,2,31986,33130,47160,3080,RPR,15217,FALSE,M,SOC,12137,FALSE,M,29430,30504,47173,2553,24,RPR,8862,FALSE,M,FRN,6309,FALSE,M,SOC,6285,FALSE,M
97-2414,Inéligibilité,,1998-3-12,unique,9494,8921,1997,1997-5-25,1997-6-1,an,nord,21,2,49676,52224,74292,2772,DVD,26224,FALSE,M,COM,23452,FALSE,M,49665,51374,74292,5865,3275,DVD,17019,FALSE,M,COM,11154,FALSE,M,FRN,7879,FALSE,M
73-711,Rejet,,1973-5-24,unique,3886,3413,1973,1973-3-4,1973-3-11,an,ardennes,3,2,44504,45350,52966,1724,UDRURP,23114,FALSE,,SOC,21390,FALSE,,42680,43533,52967,6769,2483,UDRURP,16974,FALSE,,SOC,10205,FALSE,,COM,7722,FALSE,
73-633,Rejet,,1973-6-1,unique,3943,3478,1973,1973-3-4,1973-3-11,an,drome,1,2,60493,63384,76940,1273,UDRURP,30883,FALSE,,COM,29610,FALSE,,59571,67802,76981,5520,552,UDRURP,20084,FALSE,,COM,14564,FALSE,,SOC,14012,FALSE,
73-604,Rejet,,1973-6-7,unique,4206,3768,1973,1973-3-4,1973-3-11,an,seine-et-marne,1,2,84796,86010,103636,532,SOC,37036,FALSE,,UDRURP,36504,FALSE,,83287,85012,103680,12225,671,UDRURP,29614,FALSE,,REFRAD,17389,FALSE,,SOC,16718,FALSE,
73-635,Rejet,,1973-6-7,unique,4158,3716,1973,1973-3-4,1973-3-11,an,sarthe,1,2,44269,45527,55675,6243,UDRURP,25256,FALSE,,SOC,19013,FALSE,,44267,45583,55721,6339,751,UDRURP,15922,FALSE,,SOC,9583,FALSE,,REFRAD,8832,FALSE,
73-709/710,Rejet,,1973-6-7,jonction,4228,3792,1973,1973-3-4,1973-3-11,an,tarn-et-garonne,1,2,48228,49408,56441,36,UDRURP,24132,FALSE,,SOC,24096,FALSE,,46510,47755,56470,1366,11683,UDRURP,18218,FALSE,,SOC,16852,FALSE,,COM,5169,FALSE,
73-587,Rejet,,1973-6-14,unique,4280,3855,1973,1973-3-4,1973-3-11,an,val-d-oise,2,2,50652,52994,63348,146,COM,25399,FALSE,,UDRURP,25253,FALSE,,51962,52837,63373,950,5495,COM,14424,FALSE,,UDRURP,13474,FALSE,,SOC,7979,FALSE,
97-2416,Inéligibilité,,1998-3-12,unique,9703,9132,1997,1997-5-25,1997-6-1,an,essonne,10,2,35424,37646,55732,6060,SOC,20742,TRUE,M,UDF,14682,FALSE,M,34689,36239,55746,2710,1882,SOC,10549,TRUE,M,UDF,7839,FALSE,M,COM,5957,FALSE,M
97-2418,Inéligibilité,,1998-3-12,unique,9690,9119,1997,1997-5-25,1997-6-1,an,yonne,2,2,48338,52071,70619,3820,SOC,26079,FALSE,M,RPR,22259,TRUE,M,46106,48751,70629,333,3321,RPR,12063,TRUE,M,SOC,11730,FALSE,M,FRN,8409,FALSE,M
2002-3059,Non lieu à prononcer l'inéligibilité,,2003-4-9,unique,10534,9969,2002,2002-6-9,2002-6-16,an,haute-loire,2,2,46675,49016,78789,7387,UMP,27031,TRUE,M,PRG,19644,FALSE,F,51647,53118,78904,6367,8924,UMP,21603,TRUE,M,PRG,15236,FALSE,F,DVD,6312,FALSE,M
73-607,Rejet,,1973-6-27,unique,4056,3605,1973,1973-3-4,1973-3-11,an,meurthe-et-moselle,7,2,41542,42553,49656,62,REFRAD,20802,FALSE,,COM,20740,FALSE,,40693,41325,49660,7441,12,COM,14957,FALSE,,REFRAD,7516,FALSE,,UDRURP,7504,FALSE,
73-628,Rejet,,1973-6-27,unique,3879,3406,1973,1973-3-4,1973-3-11,an,alpes-maritimes,5,2,70478,71888,86696,6059,DVG,33471,FALSE,,UDRURP,27412,FALSE,,69429,70828,86691,861,5333,DVG,20548,FALSE,,UDRURP,19687,FALSE,,COM,14354,FALSE,
73-637,Rejet,,1973-11-21,unique,3926,3458,1973,1973-3-4,1973-3-11,an,corse,2,2,35416,35973,54238,3822,MRG,19619,FALSE,,UDRURP,15797,FALSE,,38219,38730,54233,5753,3151,UDRURP,16950,FALSE,,MRG,11197,FALSE,,COM,8046,FALSE,
97-2404,Inéligibilité,,1998-3-12,unique,9633,9062,1997,1997-5-25,1997-6-1,an,yvelines,1,2,54778,57410,83173,12512,RPR,33645,TRUE,M,SOC,21133,FALSE,F,53755,55489,83178,9800,5792,RPR,21833,TRUE,M,SOC,12033,FALSE,F,FRN,6241,FALSE,M
2002-2969,Inéligibilité,,2003-2-6,unique,10653,10102,2002,2002-6-9,2002-6-16,an,pyrenees-atlantiques,6,2,48309,50916,85398,10509,UMP,29409,TRUE,F,PRG,18900,FALSE,F,52943,54416,85397,13844,9056,UMP,25940,TRUE,F,PRG,12096,FALSE,F,FRN,3040,FALSE,F
2002-3333,Inéligibilité,,2003-2-27,unique,10851,10328,2002,2002-6-9,2002-6-16,an,martinique,3,2,19882,21184,55743,3378,DVG,11630,FALSE,M,DVG,8252,TRUE,M,15995,16899,55750,1058,3281,DVG,6101,FALSE,M,DVG,5043,TRUE,M,UMP,1762,FALSE,M
2002-2974,Inéligibilité,,2003-3-20,unique,10541,9978,2002,2002-6-9,2002-6-16,an,loire-atlantique,9,2,50942,52708,86230,9060,UMP,30001,TRUE,M,SOC,20941,FALSE,F,56209,57487,86229,10420,10237,UMP,24780,TRUE,M,SOC,14360,FALSE,F,FRN,4123,FALSE,F
2002-3296,Inéligibilité,,2003-3-20,unique,10532,9967,2002,2002-6-9,2002-6-16,an,loire,7,2,49991,52098,92536,14293,UMP,32142,TRUE,M,SOC,17849,FALSE,F,58433,59647,92517,15851,2003,UMP,27174,TRUE,M,SOC,11323,FALSE,F,FRN,9320,FALSE,F
2002-3061,Inéligibilité,,2003-3-27,unique,10375,9800,2002,2002-6-9,2002-6-16,an,ariege,2,2,34063,36417,55166,8003,SOC,21033,TRUE,M,UMP,13030,FALSE,M,37460,38519,55180,8196,839,SOC,14663,TRUE,M,UMP,6467,FALSE,M,UDF,5628,FALSE,M
2002-3068,Non lieu à prononcer l'inéligibilité,,2003-3-27,unique,10709,10171,2002,2002-6-9,2002-6-16,an,paris,10,2,39905,40922,58331,2785,SOC,21345,TRUE,M,UMP,18560,FALSE,M,41996,42433,58341,1017,12508,SOC,15858,TRUE,M,UMP,14841,FALSE,M,FRN,2333,FALSE,F
2002-3157,Inéligibilité,,2003-3-27,unique,10832,10309,2002,2002-6-9,2002-6-16,an,val-de-marne,9,2,24322,25178,46599,3536,SOC,13929,FALSE,M,UMP,10393,FALSE,F,27327,27854,46599,2502,4607,SOC,10487,FALSE,M,UMP,7985,FALSE,F,COM,3378,FALSE,M
2002-3239,Inéligibilité,,2003-3-27,unique,10398,9824,2002,2002-6-9,2002-6-16,an,bouches-du-rhone,15,2,49627,53564,90026,8245,UMP,28936,TRUE,M,SOC,20691,FALSE,M,58512,59810,90035,6054,2014,UMP,18948,TRUE,M,SOC,12894,FALSE,M,FRN,10880,FALSE,F
2002-3353,Inéligibilité,,2003-4-9,unique,10812,10288,2002,2002-6-9,2002-6-16,an,seine-saint-denis,1,2,21928,22836,42749,362,SOC,11145,TRUE,M,UDF,10783,FALSE,M,24076,24432,42748,829,4207,UDF,8023,FALSE,M,SOC,7194,TRUE,M,FRN,2987,FALSE,F
2002-3375,Inéligibilité,,2003-4-9,unique,10626,10073,2002,2002-6-9,2002-6-16,an,oise,7,2,37281,39276,69918,635,UMP,18958,FALSE,M,SOC,18323,FALSE,M,41638,42598,69919,160,1399,SOC,9891,FALSE,M,UMP,9731,FALSE,M,FRN,8332,FALSE,M
97-2420,Inéligibilité,,1998-3-12,unique,9759,9189,1997,1997-5-25,1997-6-1,an,guyane,2,2,10482,11165,25547,2806,RPR,6644,TRUE,M,DVG,3838,FALSE,F,9706,10388,25547,3696,182,RPR,4913,TRUE,M,DVG,1217,FALSE,F,EXG,1035,FALSE,M
97-2508,Inéligibilité,,1998-3-12,unique,9478,8905,1997,1997-5-25,1997-6-1,an,nord,5,2,53407,57343,79755,11543,SOC,32475,FALSE,F,RPR,20932,FALSE,M,54051,56693,79759,6543,2457,SOC,18751,FALSE,F,RPR,12208,FALSE,M,FRN,9751,FALSE,M
2002-3014,Inéligibilité,,2003-2-6,unique,10769,10237,2002,2002-6-9,2002-6-16,an,var,6,2,83478,85477,138801,10310,UMP,38743,FALSE,F,SOC,28433,FALSE,M,87959,89815,138792,9423,172,UMP,27554,FALSE,F,FRN,18131,FALSE,F,SOC,17959,FALSE,M
2002-3180,Inéligibilité,,2003-2-27,unique,10597,10042,2002,2002-6-9,2002-6-16,an,nievre,3,2,34213,35703,55348,4505,SOC,19359,TRUE,M,UMP,14854,FALSE,F,35740,36643,55367,4172,7143,SOC,15343,TRUE,M,UMP,11171,FALSE,F,FRN,4028,FALSE,M
2002-2782,Inéligibilité,,2003-3-20,unique,10604,10050,2002,2002-6-9,2002-6-16,an,nord,8,2,32966,34129,68057,118,UDF,16542,FALSE,M,PRG,16424,TRUE,M,35548,36225,68057,359,6743,UDF,12607,FALSE,M,PRG,12248,TRUE,M,FRN,5505,FALSE,F
2002-2986,Non lieu à prononcer l'inéligibilité,,2003-3-20,unique,10378,9803,2002,2002-6-9,2002-6-16,an,aube,3,2,37262,39148,69793,9672,UMP,23467,TRUE,M,ECO,13795,FALSE,F,43237,44024,69854,12978,602,UMP,21201,TRUE,M,ECO,8223,FALSE,F,FRN,7621,FALSE,F
97-2509,Inéligibilité,,1998-3-12,unique,9712,9142,1997,1997-5-25,1997-6-1,an,hauts-de-seine,10,2,38395,39978,58370,4663,UDF,21529,TRUE,M,SOC,16866,FALSE,M,34546,35584,54257,6169,4547,UDF,14427,TRUE,M,SOC,8258,FALSE,M,FRN,3711,FALSE,M
97-2510,Inéligibilité,,1998-3-12,unique,9700,9129,1997,1997-5-25,1997-6-1,an,essonne,7,2,45683,48086,67724,389,RPR,23036,TRUE,M,SOC,22647,FALSE,F,43286,45016,67734,177,5689,SOC,13158,FALSE,F,RPR,12981,TRUE,M,FRN,7292,FALSE,M
67-395,Rejet,,1967-5-25,unique,2206,1734,1967,1967-3-5,1967-3-12,an,allier,1,2,40397,42361,55506,1337,COM,20867,TRUE,,UD5,19530,FALSE,,41611,42697,55505,1890,1319,COM,13424,TRUE,,UD5,11534,FALSE,,MOD,10215,FALSE,
97-2511,Inéligibilité,,1998-3-12,unique,9700,9129,1997,1997-5-25,1997-6-1,an,essonne,7,2,45683,48086,67724,389,RPR,23036,TRUE,M,SOC,22647,FALSE,F,43286,45016,67734,177,5689,SOC,13158,FALSE,F,RPR,12981,TRUE,M,FRN,7292,FALSE,M
2002-3025,Non lieu à prononcer l'inéligibilité,,2003-1-30,unique,10487,9917,2002,2002-6-9,2002-6-16,an,gironde,8,2,66609,69022,105636,3355,UMP,34982,FALSE,F,SOC,31627,TRUE,M,71555,72745,105638,3502,7834,SOC,22736,TRUE,M,UMP,19234,FALSE,F,DVD,11400,FALSE,M
2002-3152,Non lieu à prononcer l'inéligibilité,,2003-2-27,unique,10450,9879,2002,2002-6-9,2002-6-16,an,eure-et-loir,1,2,46397,48362,78947,3995,UMP,25196,FALSE,M,SOC,21201,TRUE,M,50459,51405,78945,628,7505,UMP,15546,FALSE,M,SOC,14918,TRUE,M,UDF,7413,FALSE,M
2002-2933,Non lieu à prononcer l'inéligibilité,,2003-3-20,unique,10173,10173,2002,2002-6-9,2002-6-16,an,paris,12,1,43679,44069,61209,10722,UMP,23661,TRUE,M,SOC,12939,FALSE,F,43679,44069,61209,10722,10358,UMP,23661,TRUE,M,SOC,12939,FALSE,F,FRN,2581,FALSE,M
2002-3112,Non lieu à prononcer l'inéligibilité,,2003-3-20,unique,10438,9867,2002,2002-6-9,2002-6-16,an,doubs,3,2,38968,40868,64358,1166,UMP,20067,FALSE,M,SOC,18901,TRUE,M,41520,42677,64363,1572,8279,UMP,15722,FALSE,M,SOC,14150,TRUE,M,FRN,5871,FALSE,F
2002-3132,Non lieu à prononcer l'inéligibilité,,2003-3-20,unique,10798,10270,2002,2002-6-9,2002-6-16,an,essonne,6,2,41578,42779,67712,1278,SOC,21428,TRUE,M,UMP,20150,FALSE,F,44870,45393,67720,5546,1242,SOC,15639,TRUE,M,UMP,10093,FALSE,F,UDF,8851,FALSE,M
2002-3151,Non lieu à prononcer l'inéligibilité,,2003-3-20,unique,10509,9941,2002,2002-6-9,2002-6-16,an,indre-et-loire,4,2,48560,50421,82131,3574,UMP,26067,FALSE,M,PRG,22493,FALSE,M,51519,52769,82137,1173,11497,UMP,17149,FALSE,M,PRG,15976,FALSE,M,FRN,4479,FALSE,F
2002-3352,Non lieu à prononcer l'inéligibilité,,2003-3-20,unique,10812,10288,2002,2002-6-9,2002-6-16,an,seine-saint-denis,1,2,21928,22836,42749,362,SOC,11145,TRUE,M,UDF,10783,FALSE,M,24076,24432,42748,829,4207,UDF,8023,FALSE,M,SOC,7194,TRUE,M,FRN,2987,FALSE,F
2002-3354,Non lieu à prononcer l'inéligibilité,,2003-3-20,unique,10355,9778,2002,2002-6-9,2002-6-16,an,allier,3,2,45748,47627,70143,656,UMP,23202,FALSE,M,COM,22546,FALSE,M,46354,47750,70148,6411,1556,UMP,17025,FALSE,M,COM,10614,FALSE,M,SOC,9058,FALSE,M
2002-3029,Non lieu à prononcer l'inéligibilité,,2003-3-27,unique,10676,10131,2002,2002-6-9,2002-6-16,an,rhone,6,2,33805,35016,63935,687,SOC,17246,FALSE,F,UMP,16559,FALSE,M,38925,39522,63924,1922,5089,SOC,12826,FALSE,F,UMP,10904,FALSE,M,FRN,5815,FALSE,M
2002-2802,Non lieu à prononcer l'inéligibilité,,2003-4-9,unique,10803,10276,2002,2002-6-9,2002-6-16,an,hauts-de-seine,2,2,30588,31667,52436,8338,UMP,19463,FALSE,M,SOC,11125,FALSE,M,35011,35329,52441,8680,5093,UMP,16567,FALSE,M,SOC,7887,FALSE,M,FRN,2794,FALSE,F
2002-3149,Non lieu à prononcer l'inéligibilité,,2003-4-9,unique,10606,10053,2002,2002-6-9,2002-6-16,an,nord,11,2,47696,50028,84288,778,PRG,24237,TRUE,M,UMP,23459,FALSE,M,51796,52961,84290,4225,5304,PRG,17369,TRUE,M,UMP,13144,FALSE,M,FRN,7840,FALSE,M
2002-3158,Non lieu à prononcer l'inéligibilité,,2003-4-9,unique,10598,10043,2002,2002-6-9,2002-6-16,an,nord,1,2,28633,29655,58435,3373,PRG,16003,TRUE,M,UMP,12630,FALSE,M,30889,31435,58435,2684,5582,PRG,12215,TRUE,M,UMP,9531,FALSE,M,FRN,3949,FALSE,M
2002-3369,Non lieu à prononcer l'inéligibilité,,2003-4-9,unique,10445,9874,2002,2002-6-9,2002-6-16,an,eure,1,2,43985,45770,78271,10319,UMP,27152,TRUE,M,PRG,16833,FALSE,F,48704,49533,78277,12343,3021,UMP,22564,TRUE,M,PRG,10221,FALSE,F,FRN,7200,FALSE,M
2002-3374,Non lieu à prononcer l'inéligibilité,,2003-4-9,unique,10432,9861,2002,2002-6-9,2002-6-16,an,dordogne,1,2,47446,50036,72919,2104,PRG,24775,TRUE,M,UMP,22671,FALSE,F,49530,51136,72869,2786,8415,PRG,16405,TRUE,M,UMP,13619,FALSE,F,UDF,5204,FALSE,M
67-393,Rejet,,1967-5-18,unique,2437,2007,1967,1967-3-5,1967-3-12,an,pas-de-calais,12,2,43752,44846,53645,24086,FGDS,33919,FALSE,,UD5,9833,FALSE,,46204,46790,53648,3862,8150,FGDS,20192,FALSE,,COM,16330,FALSE,,UD5,8180,FALSE,
67-372,Rejet,,1967-5-25,unique,2244,1774,1967,1967-3-5,1967-3-12,an,bouches-du-rhone,10,2,73683,78107,102357,17375,COM,45529,TRUE,,UD5,28154,FALSE,,78967,80819,102373,8672,3418,COM,29995,TRUE,,FGDS,21323,FALSE,,UD5,17905,FALSE,
67-476,Rejet,,1967-5-25,unique,2385,1940,1967,1967-3-5,1967-3-12,an,meurthe-et-moselle,2,2,46614,48363,64072,4776,UD5,25695,FALSE,,FGDS,20919,FALSE,,49998,51517,64067,13804,1426,UD5,23844,FALSE,,FGDS,10040,FALSE,,COM,8614,FALSE,
67-398,Rejet,,1967-5-25,unique,2573,2170,1967,1967-3-5,1967-3-12,an,hauts-de-seine,7,2,44723,46530,59567,8021,COM,26372,FALSE,,UD5,18351,FALSE,,48096,48887,59566,6087,10911,COM,21864,FALSE,,UD5,15777,FALSE,,FGDS,4866,FALSE,
